,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,1.58,3.35,-1.77,6,111,1981,1937,2008,2010,bottom-tenth,
3,2,4.53,6.57,-2.04,16,101,1981,1937,2001,2010,bottom-third,
4,3,6.53,9.44,-2.91,14,103,1981,2010,2008,2010,bottom-third,
5,4,10.32,12.59,-2.27,25,92,2001,1978,2002,2010,bottom-third,2000
6,5,15.68,16.12,-0.44,56,61,1934,1978,2009,2010,normal,
7,6,20.24,20.45,-0.21,51,66,1931,2010,2009,2010,normal,
8,7,23.06,24.96,-1.90,35,82,1931,1997,2008,2010,bottom-third,1956
9,8,25.59,28.93,-3.34,26,91,1931,2004,2008,2010,bottom-third,
10,9,29.84,32.76,-2.92,32,85,1931,2004,2008,2010,bottom-third,
11,10,31.57,36.11,-4.54,19,98,1931,2004,2008,2010,bottom-third,
12,11,36.18,39.89,-3.71,30,87,1931,2004,2008,2010,bottom-third,
13,12,39.14,42.94,-3.80,24,93,1931,2004,2008,2010,bottom-third,
