,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,2.86,3.91,-1.05,36,82,1907,1937,2011,2010,bottom-third,
3,2,5.30,7.61,-2.31,18,100,1956,1937,2011,2010,bottom-third,
4,3,9.63,10.64,-1.01,48,70,1934,2010,2011,2010,normal,1992
5,4,12.51,13.93,-1.42,47,71,1934,1937,2011,2010,normal,
6,5,17.87,18.18,-0.31,61,57,1934,1978,2011,2010,normal,
7,6,24.85,23.45,1.40,78,40,1934,1978,2011,2010,normal,
8,7,29.19,29.11,0.08,66,52,2008,1946,2011,2010,normal,
9,8,32.33,33.70,-1.37,53,65,1934,1937,2011,2010,normal,
10,9,35.47,37.69,-2.22,45,73,2008,1902,2011,2010,normal,
11,10,39.10,41.22,-2.12,47,71,2008,1902,2011,2010,normal,
12,11,44.33,45.52,-1.19,50,68,2008,1902,2011,2010,normal,
13,12,46.89,49.38,-2.49,42,76,2008,2004,2011,2010,normal,
