,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,41.5,40.7,0.8,67,50,1937,2003,2008,2010,normal,1901
3,2,44.1,41.1,3.0,104,13,1937,1981,2010,2003,top-third,1999
4,3,45.5,43.8,1.7,94,23,1932,"1981,1996",2010,2009,top-third,1918
5,4,49.8,48.1,1.7,99,18,1932,1951,2010,2009,top-third,"1902,1918,1935,1999"
6,5,54.9,52.9,2.0,103,14,1913,1996,2010,2009,top-third,2003
7,6,58.9,57.0,1.9,102,15,1913,1996,2010,2009,top-third,1999
8,7,62.2,60.3,1.9,105,12,1913,1996,2010,2009,top-tenth,
9,8,63.9,62.0,1.9,107,10,1913,2004,2010,2009,top-tenth,"1938,2006,2008"
10,9,63.8,62.4,1.4,103,14,1913,2004,2010,2010,top-third,"1941,1982,2001,2010"
11,10,63.1,61.8,1.3,97,20,1913,2003,2010,2010,top-third,2010
12,11,61.8,60.7,1.1,93,24,1913,1911,1999,2010,top-third,"1951,1978"
13,12,60.3,59.4,0.9,90,27,1913,"2008,2003,1935,1997",1999,2010,top-third,
