,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,2.16,4.20,-2.04,21,96,1981,1937,2003,2010,bottom-third,
3,2,5.17,8.25,-3.08,13,104,1981,1937,1986,2010,bottom-third,
4,3,10.07,11.87,-1.80,39,78,1977,1937,2010,2009,bottom-third,
5,4,11.76,14.68,-2.92,29,88,1931,1920,2001,2010,bottom-third,
6,5,13.57,17.90,-4.33,17,100,1964,1937,2006,2010,bottom-third,
7,6,17.02,21.63,-4.61,17,100,1940,1927,2000,2010,bottom-third,
8,7,21.60,25.97,-4.37,21,96,1931,1916,2000,2010,bottom-third,
9,8,25.85,30.23,-4.38,20,97,1931,1916,2000,2010,bottom-third,
10,9,34.06,34.56,-0.50,52,65,1931,1916,2009,2010,normal,
11,10,37.25,38.64,-1.39,50,67,1931,1980,2009,2010,normal,
12,11,39.94,43.34,-3.40,38,79,1931,1974,2008,2010,bottom-third,
13,12,42.19,46.95,-4.76,25,92,1931,1980,2008,2010,bottom-third,
