,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,6.4,6.4,0.0,52,65,1950,2006,2009,2010,normal,2005
3,2,8.0,9.6,-1.6,47,70,1950,2006,2009,2010,normal,"1899,1923"
4,3,14.4,15.2,-0.8,52,65,1997,2006,2009,2010,normal,1898
5,4,22.8,22.4,0.4,64,53,1920,2006,2009,2010,normal,"1926,1968"
6,5,29.2,29.2,0.0,54,63,"1897,1920",2006,2009,2010,normal,"1913,1970"
7,6,35.8,35.5,0.3,63,54,1897,2006,2009,2010,normal,"1902,1949"
8,7,40.5,40.3,0.2,55,62,1897,2006,2009,2010,normal,"1922,1926,1960"
9,8,43.3,43.1,0.2,54,63,1952,2006,2010,2008,normal,"1947,1949"
10,9,44.3,44.3,0.0,54,63,1952,"2002,2006",2010,2008,normal,"1926,1984,2001"
11,10,44.6,44.0,0.6,76,41,1952,2006,2010,2008,normal,"1922,1926,1954,1963,1991"
12,11,43.4,42.2,1.2,87,30,1952,2006,2010,2008,top-third,"1901,1902,1914"
13,12,40.6,39.7,0.9,80,37,1952,"2006,1988",2010,2008,top-third,"1962,1984"
