,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,3.18,3.49,-0.31,58,59,1981,1937,2010,2007,normal,
3,2,5.28,6.95,-1.67,28,89,1981,1978,2002,2010,bottom-third,
4,3,7.31,10.02,-2.71,20,97,1981,1978,2002,2010,bottom-third,
5,4,12.95,13.17,-0.22,63,54,2002,1978,2008,2010,normal,
6,5,16.67,16.76,-0.09,62,55,2002,1936,2008,2010,normal,1960
7,6,20.04,21.34,-1.30,46,71,1931,2010,2009,2010,normal,
8,7,24.35,25.63,-1.28,50,67,1931,2010,2009,2010,normal,
9,8,26.48,29.26,-2.78,38,79,1931,2010,2008,2010,bottom-third,
10,9,28.69,32.81,-4.12,28,89,1931,1949,2008,2010,bottom-third,
11,10,30.60,36.27,-5.67,21,96,1931,2010,2008,2010,bottom-third,
12,11,37.06,40.21,-3.15,36,81,1931,2010,2008,2010,bottom-third,1905
13,12,40.92,43.28,-2.36,45,72,1931,1949,2008,2010,normal,
