,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,0.26,1.14,-0.88,23,95,"1972,1912",1993,2011,2010,bottom-third,
3,2,1.81,2.33,-0.52,53,65,2006,1993,2011,2010,normal,1974
4,3,2.73,3.18,-0.45,58,60,2006,1979,2011,2010,normal,
5,4,3.40,4.05,-0.65,53,65,2000,1979,2011,2010,normal,
6,5,4.71,5.24,-0.53,56,62,2006,1979,2011,2010,normal,
7,6,5.99,7.33,-1.34,39,79,1951,1993,2011,2010,bottom-third,
8,7,7.75,9.13,-1.38,37,81,1904,1985,2011,2009,bottom-third,
9,8,7.77,9.42,-1.65,33,85,1996,1985,2011,2009,bottom-third,
10,9,8.05,9.76,-1.71,30,88,2006,1993,2011,2010,bottom-third,
11,10,8.46,10.34,-1.88,32,86,1902,1993,2011,2010,bottom-third,
12,11,8.79,11.45,-2.66,22,96,1902,1993,2006,2011,bottom-third,
13,12,9.84,12.59,-2.75,23,95,1900,1993,2003,2011,bottom-third,
