,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,23.7,26.5,-2.8,36,81,1977,2006,2009,2010,bottom-third,
3,2,24.0,28.5,-4.5,16,101,1918,1932,2001,2010,bottom-third,
4,3,30.3,32.7,-2.4,25,92,1977,1932,2009,2010,bottom-third,"1961,2009"
5,4,36.7,38.0,-1.3,39,78,1977,1932,2009,2010,bottom-third,
6,5,42.8,43.5,-0.7,41,76,1977,1932,2009,2010,normal,
7,6,48.3,48.4,-0.1,55,58,1977,1932,2010,2008,normal,"1958,1975,1986,2003"
8,7,52.3,52.1,0.2,65,52,1977,1932,2010,2008,normal,"1916,1976"
9,8,55.0,54.4,0.6,77,40,1977,1932,2010,2008,normal,"1906,2003"
10,9,56.1,55.2,0.9,83,34,1918,1932,2010,2008,top-third,2005
11,10,56.2,54.7,1.5,98,19,1918,1932,2010,2008,top-third,"1954,1960,2007"
12,11,55.0,53.3,1.7,103,14,1918,1932,2010,2008,top-third,"1914,1934"
13,12,52.6,51.3,1.3,94,23,1918,1932,2010,2008,top-third,1949
