,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,38.9,34.8,4.1,97,21,1977,1950,2011,2007,top-third,
3,2,40.7,35.8,4.9,108,10,1918,1932,2011,2007,top-tenth,
4,3,43.6,39.1,4.5,111,7,1918,1932,2011,2007,top-tenth,
5,4,46.6,43.4,3.2,110,8,1918,1932,2011,2008,top-tenth,"1999,2008"
6,5,50.9,48.1,2.8,109,9,1918,1932,2011,2008,top-tenth,
7,6,54.9,52.3,2.6,110,8,1918,1932,2011,2008,top-tenth,
8,7,58.2,55.5,2.7,113,5,1918,1932,2011,2006,top-tenth,
9,8,60.1,57.4,2.7,116,2,1918,1932,2011,1932,top-tenth,
10,9,60.6,58.1,2.5,116,2,1918,1932,2011,1999,top-tenth,1999
11,10,60.4,57.7,2.7,116,2,1918,1932,2011,1932,top-tenth,
12,11,59.1,56.5,2.6,117,1,1918,2012,2011,,highest,
13,12,57.6,54.8,2.8,117,1,1918,2012,2011,,highest,
