,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,59.3,57.8,1.5,82,36,1940,1974,2011,2007,top-third,"1921,1939,1946,2002"
3,2,61.1,58.3,2.8,96,22,1918,1932,2011,2008,top-third,
4,3,62.8,60.3,2.5,102,16,1918,1932,2011,2007,top-third,
5,4,64.8,63.3,1.5,95,23,1918,1932,2011,2008,top-third,1973
6,5,67.7,66.4,1.3,93,25,1918,1932,2011,2008,top-third,1973
7,6,70.4,68.9,1.5,102,16,1918,1999,2011,2008,top-third,1952
8,7,72.1,70.6,1.5,104,14,1918,1999,2011,2008,top-third,1993
9,8,73.4,71.7,1.7,108,10,1918,1999,2011,2008,top-tenth,
10,9,73.7,72.1,1.6,110,8,1918,1999,2011,2008,top-tenth,1972
11,10,73.6,71.8,1.8,114,4,1918,1999,2011,1999,top-tenth,
12,11,73.0,71.1,1.9,115,3,1918,1999,2011,1999,top-tenth,1991
13,12,72.1,70.1,2.0,114,4,1902,1999,2011,1999,top-tenth,
