,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,0.39,1.22,-0.83,6,111,1919,1916,1976,2010,bottom-tenth,
3,2,3.77,2.32,1.45,102,15,1931,1916,2010,2008,top-third,
4,3,5.17,3.39,1.78,106,11,1977,1907,2010,2005,top-tenth,
5,4,7.74,4.60,3.14,114,3,1977,2005,2010,2005,top-tenth,
6,5,8.00,5.66,2.34,106,11,1977,2005,2010,2005,top-tenth,
7,6,9.38,6.86,2.52,107,10,1977,2005,2010,2005,top-tenth,
8,7,10.21,7.86,2.35,103,14,1977,1910,2010,2005,top-third,
9,8,11.00,8.58,2.42,102,15,1977,2005,2010,2005,top-third,
10,9,12.24,9.73,2.51,103,14,1959,1909,2010,2005,top-third,1914
11,10,13.63,10.97,2.66,104,13,1959,1942,2010,2005,top-third,
12,11,14.93,12.32,2.61,104,13,1977,1907,2010,2005,top-third,
13,12,16.04,13.52,2.52,100,17,1957,1907,2010,2005,top-third,
