,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,2.27,1.49,0.78,95,23,1909,1932,2011,2010,top-third,
3,2,5.13,3.26,1.87,108,10,1971,1992,2011,2007,top-tenth,
4,3,6.41,5.07,1.34,87,31,1971,1992,2011,2007,top-third,
5,4,8.64,7.59,1.05,78,40,1918,2001,2011,2010,normal,"1896,1942,1974"
6,5,9.78,10.56,-0.78,47,71,1918,1992,2011,2010,normal,
7,6,10.52,12.90,-2.38,33,85,1918,1975,2011,2010,bottom-third,
8,7,11.26,15.27,-4.01,14,104,1918,1920,2000,2011,bottom-third,
9,8,12.24,18.10,-5.86,7,111,1918,1920,1957,2011,bottom-tenth,"1902,1935"
10,9,13.80,21.48,-7.68,4,114,1918,1920,1957,2011,bottom-tenth,
11,10,14.50,23.87,-9.37,3,115,1918,1920,1957,2011,bottom-tenth,
12,11,14.77,25.54,-10.77,3,115,1957,1920,1957,2011,bottom-tenth,
13,12,15.42,27.14,-11.72,3,115,1918,1920,1957,2011,bottom-tenth,
