,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,30.0,25.3,4.7,98,20,1977,1932,2011,2007,top-third,
3,2,32.7,27.2,5.5,111,7,1918,1932,2011,2007,top-tenth,
4,3,36.7,31.2,5.5,114,4,1918,1932,2011,2007,top-tenth,
5,4,40.3,36.1,4.2,114,4,1918,1932,2011,2007,top-tenth,1950
6,5,45.1,41.2,3.9,115,3,1918,1932,2011,2002,top-tenth,
7,6,49.1,45.8,3.3,115,3,1918,1932,2011,2006,top-tenth,2006
8,7,52.7,49.3,3.4,116,2,1977,1932,2011,1932,top-tenth,
9,8,54.7,51.4,3.3,116,2,1918,1932,2011,1932,top-tenth,
10,9,55.4,52.1,3.3,116,2,1918,1932,2011,1932,top-tenth,
11,10,54.8,51.5,3.3,116,2,1918,1932,2011,1932,top-tenth,
12,11,53.1,50.1,3.0,116,2,1918,1932,2011,1932,top-tenth,
13,12,51.1,48.1,3.0,115,3,1918,1932,2011,1999,top-tenth,
