,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,3.09,3.63,-0.54,44,74,1981,1937,2011,2010,normal,"1929,2002"
3,2,6.90,7.05,-0.15,62,56,1981,1979,2011,2010,normal,
4,3,11.44,10.13,1.31,87,31,1940,1979,2011,2009,top-third,
5,4,16.31,13.10,3.21,101,17,1931,1920,2011,2004,top-third,
6,5,22.74,16.33,6.41,116,2,1931,2004,2011,2004,top-tenth,
7,6,26.55,20.49,6.06,113,5,1931,1927,2011,2004,top-tenth,
8,7,30.46,25.21,5.25,109,9,1931,2004,2011,2004,top-tenth,
9,8,34.51,29.58,4.93,103,15,1931,2004,2011,2005,top-third,
10,9,39.66,33.72,5.94,105,13,1931,2004,2011,2005,top-third,
11,10,47.25,37.41,9.84,115,3,1931,2004,2011,2004,top-tenth,
12,11,52.99,41.51,11.48,116,2,1931,2004,2011,2004,top-tenth,
13,12,55.94,44.63,11.31,116,2,1931,2004,2011,2004,top-tenth,
