,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,1.02,1.15,-0.13,64,54,1981,1969,2011,2008,normal,
3,2,2.47,2.42,0.05,62,56,1961,1969,2006,2011,normal,
4,3,4.42,4.40,0.02,62,56,1977,1935,2011,2006,normal,
5,4,5.93,6.83,-0.90,42,76,1977,1983,2003,2011,normal,
6,5,9.01,10.60,-1.59,38,80,1977,1935,2000,2011,bottom-third,
7,6,12.05,14.39,-2.34,32,86,1977,1960,2009,2011,bottom-third,
8,7,16.66,18.22,-1.56,42,76,1977,1901,2009,2011,normal,
9,8,20.88,22.35,-1.47,45,73,1977,2011,2010,2011,normal,
10,9,23.93,25.86,-1.93,40,78,1977,2011,2010,2011,normal,
11,10,27.64,28.49,-0.85,50,68,1977,1969,2010,2011,normal,
12,11,30.02,30.29,-0.27,54,64,1977,1969,2010,2011,normal,
13,12,31.15,31.32,-0.17,53,65,1911,1939,2010,2011,normal,
