,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,0.28,0.61,-0.33,31,87,1928,1916,2011,2010,bottom-third,1903
3,2,2.11,1.35,0.76,101,17,2006,1992,2011,2010,top-third,
4,3,2.58,2.00,0.58,91,27,1904,"1979,1992",2011,2010,top-third,
5,4,3.66,3.13,0.53,78,40,1904,1987,2011,2010,normal,
6,5,5.32,4.84,0.48,71,47,1957,1942,2011,2010,normal,
7,6,7.16,7.31,-0.15,61,57,1957,1942,2011,2007,normal,
8,7,8.86,9.66,-0.80,41,77,1904,1992,2006,2011,normal,
9,8,9.03,10.81,-1.78,25,93,1957,1987,2006,2011,bottom-third,
10,9,9.26,11.88,-2.62,19,99,1957,1942,2006,2011,bottom-third,
11,10,9.51,12.64,-3.13,16,102,1957,1942,2004,2011,bottom-third,
12,11,9.66,13.36,-3.70,10,108,1957,1942,2004,2011,bottom-tenth,
13,12,10.00,14.00,-4.00,10,108,1957,1942,2004,2011,bottom-tenth,
