,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,2.27,3.36,-1.09,23,95,1981,1937,2008,2011,bottom-third,
3,2,5.92,6.64,-0.72,47,71,1981,1937,2011,2010,normal,
4,3,9.34,9.63,-0.29,63,55,1981,1978,2011,2010,normal,
5,4,13.01,12.76,0.25,69,49,2002,1978,2011,2010,normal,
6,5,21.04,16.31,4.73,101,17,1931,1978,2011,2010,top-third,
7,6,29.90,20.68,9.22,117,1,1931,2012,2011,,highest,
8,7,33.19,24.84,8.35,114,4,1931,1997,2011,2004,top-tenth,
9,8,35.73,28.68,7.05,107,11,1931,2004,2011,2010,top-tenth,
10,9,38.93,32.40,6.53,104,14,1931,2004,2011,2010,top-third,
11,10,43.70,35.86,7.84,108,10,1931,2004,2011,2010,top-tenth,
12,11,48.74,39.62,9.12,110,8,1931,2004,2011,2010,top-tenth,
13,12,51.00,42.53,8.47,108,10,1931,2004,2011,2010,top-tenth,
