,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,0.94,0.98,-0.04,66,51,1981,1949,2009,2010,normal,
3,2,2.17,2.08,0.09,68,49,2003,1949,2006,2010,normal,
4,3,3.81,3.82,-0.01,63,54,2003,1932,2008,2010,normal,1898
5,4,4.72,6.13,-1.41,33,84,1911,1932,2003,2010,bottom-third,
6,5,10.12,9.83,0.29,72,45,1977,1932,2006,2010,normal,
7,6,14.95,13.69,1.26,73,44,1977,1932,2009,2010,normal,
8,7,22.84,17.57,5.27,103,14,1977,1903,2009,2010,top-third,
9,8,33.12,22.18,10.94,114,3,1977,1994,2010,1994,top-tenth,
10,9,37.31,26.22,11.09,114,3,1977,1994,2010,1994,top-tenth,
11,10,41.01,29.17,11.84,114,3,1911,1994,2010,1994,top-tenth,
12,11,42.73,31.14,11.59,115,2,1911,1994,2010,1994,top-tenth,
13,12,43.69,32.15,11.54,115,2,1911,1994,2010,1994,top-tenth,
