,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,30.5,24.1,6.4,106,12,1918,1932,2011,2006,top-tenth,
3,2,33.2,26.2,7.0,115,3,1918,2002,2011,2007,top-tenth,
4,3,37.2,30.5,6.7,115,3,1918,"2002,2007",2011,2007,top-tenth,
5,4,41.1,35.4,5.7,116,2,1918,2002,2011,2002,top-tenth,
6,5,45.8,40.4,5.4,117,1,1918,2012,2011,,highest,
7,6,49.8,44.9,4.9,117,1,1918,2012,2011,,highest,
8,7,53.1,48.5,4.6,117,1,1918,2012,2011,,highest,
9,8,54.6,50.5,4.1,117,1,1904,2012,2011,,highest,
10,9,55.1,51.0,4.1,117,1,1918,2012,2011,,highest,
11,10,54.3,50.4,3.9,117,1,1918,2012,2011,,highest,
12,11,52.6,48.9,3.7,117,1,1918,2012,2011,,highest,
13,12,50.3,46.9,3.4,117,1,1918,2012,2011,,highest,
