,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,42.4,37.2,5.2,99,19,1940,1950,2011,2006,top-third,
3,2,42.6,38.3,4.3,107,11,1918,1932,2011,1999,top-tenth,1957
4,3,45.4,41.3,4.1,113,5,1977,1932,2011,2002,top-tenth,"1923,1949"
5,4,48.3,45.7,2.6,104,14,1977,1932,2011,2005,top-third,
6,5,52.2,50.6,1.6,95,23,1977,1932,2011,2008,top-third,
7,6,56.5,54.8,1.7,101,17,1977,1932,2011,2008,top-third,"1920,2005"
8,7,59.8,58.0,1.8,104,14,1977,1932,2011,2008,top-third,
9,8,61.9,60.0,1.9,108,10,1977,1932,2011,2008,top-tenth,"1898,1923"
10,9,62.3,60.7,1.6,108,10,1977,1932,2011,2008,top-tenth,1950
11,10,62.2,60.4,1.8,110,8,1977,1932,2011,2008,top-tenth,1922
12,11,61.2,59.3,1.9,111,7,1977,"2008,1922",2011,2008,top-tenth,
13,12,59.7,57.7,2.0,113,5,1918,1922,2011,1999,top-tenth,
