,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,26.5,17.7,8.8,108,10,1912,2006,2011,2006,top-tenth,1921
3,2,27.8,20.3,7.5,114,4,1918,2002,2011,2002,top-tenth,
4,3,31.7,25.4,6.3,115,3,1977,2002,2011,2002,top-tenth,
5,4,37.1,32.0,5.1,115,3,1977,2002,2011,2002,top-tenth,
6,5,41.7,38.2,3.5,112,6,1977,1932,2011,2006,top-tenth,"1923,1999"
7,6,46.8,43.7,3.1,110,8,"1918,1977",1932,2011,2006,top-tenth,"1919,1942"
8,7,51.2,48.0,3.2,113,5,1918,1932,2011,2002,top-tenth,
9,8,53.5,50.7,2.8,112,6,1918,1932,2011,2006,top-tenth,1989
10,9,54.1,51.7,2.4,107,11,1918,1932,2011,2006,top-tenth,
11,10,53.5,51.3,2.2,107,11,1918,1932,2011,2006,top-tenth,"1901,1923"
12,11,51.8,49.8,2.0,103,15,1918,1932,2011,2006,top-third,1999
13,12,49.4,47.5,1.9,100,18,1918,1932,2011,2007,top-third,1955
