,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,32.9,30.0,2.9,85,32,1937,2003,2010,2010,top-third,"1941,1954,1961,2010"
3,2,34.3,30.6,3.7,105,12,1949,2003,2010,2003,top-tenth,1986
4,3,35.3,33.3,2.0,92,25,1949,1996,2010,2009,top-third,"1908,1927,1998"
5,4,39.7,37.7,2.0,98,19,1917,1934,2010,2009,top-third,"1927,1943"
6,5,44.6,42.5,2.1,102,15,1917,"1996,1934",2010,2009,top-third,2002
7,6,48.8,47.1,1.7,98,19,1917,1959,2010,2009,top-third,
8,7,52.4,50.7,1.7,100,17,1917,1934,2010,2009,top-third,1953
9,8,54.0,52.3,1.7,102,15,1917,1934,2010,2009,top-third,"1961,1996"
10,9,53.4,52.6,0.8,79,38,1917,2002,1999,2010,top-third,1988
11,10,52.5,52.0,0.5,74,43,1917,2003,1999,2010,normal,"1902,1905,1923"
12,11,51.4,50.9,0.5,78,39,1949,1935,1999,2010,top-third,"1905,1953,1970,1986"
13,12,50.1,49.5,0.6,80,37,1949,1935,1999,2010,top-third,1905
