,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,3.33,4.39,-1.06,39,78,1927,1925,2009,2010,bottom-third,1968
3,2,5.60,8.48,-2.88,19,98,1981,1925,2005,2010,bottom-third,
4,3,7.68,11.34,-3.66,21,96,1981,2010,2002,2010,bottom-third,
5,4,9.16,14.10,-4.94,13,104,1981,2010,2002,2010,bottom-third,
6,5,12.43,17.98,-5.55,14,103,1985,2010,2002,2010,bottom-third,
7,6,17.58,22.89,-5.31,12,105,1985,1899,2002,2010,bottom-tenth,
8,7,21.29,28.50,-7.21,4,113,1981,1899,2002,2010,bottom-tenth,
9,8,25.56,33.04,-7.48,7,110,1981,1899,1985,2010,bottom-tenth,
10,9,30.71,36.77,-6.06,18,99,1955,1899,2008,2010,bottom-third,
11,10,33.07,40.60,-7.53,12,105,1955,2010,2008,2010,bottom-tenth,
12,11,36.75,45.67,-8.92,10,107,1955,2010,2008,2010,bottom-tenth,
13,12,40.32,50.23,-9.91,10,107,1955,1930,2008,2010,bottom-tenth,
