,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,1.86,1.43,0.43,83,35,1986,1949,2011,2010,top-third,"1979,1989,2010"
3,2,4.34,3.14,1.20,100,18,1909,1998,2011,2007,top-third,
4,3,8.72,5.33,3.39,108,10,1911,1993,2011,2005,top-tenth,
5,4,11.51,8.29,3.22,99,19,1951,2005,2011,2005,top-third,
6,5,13.23,11.76,1.47,77,41,1911,1924,2011,2010,normal,
7,6,15.59,14.62,0.97,78,40,1911,1975,2011,2010,normal,
8,7,16.38,17.49,-1.11,50,68,1940,1960,2011,2010,normal,
9,8,17.55,21.46,-3.91,26,92,1953,1993,2002,2011,bottom-third,
10,9,22.02,26.30,-4.28,22,96,1953,1916,2006,2011,bottom-third,
11,10,25.51,29.74,-4.23,27,91,1911,1916,2006,2011,bottom-third,
12,11,26.25,32.18,-5.93,16,102,1911,1958,2006,2011,bottom-third,
13,12,27.82,33.79,-5.97,20,98,1911,1916,2006,2011,bottom-third,
