,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,2.78,3.50,-0.72,40,78,1981,1979,2010,2011,normal,
3,2,6.99,7.18,-0.19,61,57,1981,1979,2011,2010,normal,1951
4,3,10.82,10.59,0.23,68,50,1981,1978,2011,2010,normal,
5,4,15.01,13.94,1.07,77,41,2002,1978,2011,2010,normal,1998
6,5,22.13,17.67,4.46,98,20,2002,1978,2011,2010,top-third,
7,6,37.80,22.31,15.49,117,1,1981,2012,2011,,highest,
8,7,41.92,26.78,15.14,117,1,2002,2012,2011,,highest,
9,8,45.35,30.50,14.85,117,1,1966,2012,2011,,highest,
10,9,49.12,34.22,14.90,117,1,1966,2012,2011,,highest,
11,10,54.80,37.97,16.83,117,1,1966,2012,2011,,highest,
12,11,60.35,41.85,18.50,117,1,1966,2012,2011,,highest,
13,12,63.42,44.93,18.49,117,1,1966,2012,2011,,highest,
