,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,0.92,1.06,-0.14,46,72,1961,1909,2010,2011,normal,"1917,1937"
3,2,1.76,2.07,-0.31,36,82,1931,1997,2010,2011,bottom-third,1939
4,3,3.12,3.10,0.02,62,56,1931,1943,2010,2011,normal,
5,4,4.92,4.30,0.62,92,26,"1977,1934",1943,2010,2011,top-third,"1942,1973"
6,5,5.46,5.54,-0.08,58,60,1934,1943,2010,2011,normal,
7,6,6.27,6.61,-0.34,54,64,1905,1928,2010,2011,normal,
8,7,7.28,7.89,-0.61,45,73,1905,1924,2010,2011,normal,
9,8,8.87,9.72,-0.85,39,79,1934,1999,2007,2011,bottom-third,
10,9,13.46,11.92,1.54,90,28,1901,1909,2010,2011,top-third,
11,10,15.95,13.72,2.23,97,21,1955,1942,2010,2011,top-third,
12,11,17.43,14.97,2.46,100,18,1961,1996,2011,1999,top-third,
13,12,18.46,15.93,2.53,100,18,1989,1996,2011,1999,top-third,1994
