,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,27.1,30.6,-3.5,26,91,1977,1950,2003,2010,bottom-third,1958
3,2,26.2,31.9,-5.7,8,109,1918,1932,1977,2010,bottom-tenth,
4,3,31.9,35.3,-3.4,14,103,1977,1932,2001,2010,bottom-third,1905
5,4,37.5,39.8,-2.3,17,100,1977,1932,1982,2010,bottom-third,
6,5,43.1,44.7,-1.6,21,96,1977,1932,2001,2010,bottom-third,"1956,1978"
7,6,48.1,49.0,-0.9,27,90,1977,1932,2001,2010,bottom-third,"1915,1931,1990"
8,7,51.8,52.3,-0.5,37,80,1977,1932,2010,2008,bottom-third,"1931,1948,1994,1996"
9,8,54.3,54.3,0.0,57,60,1977,1932,2010,2008,normal,"1962,1998"
10,9,55.3,54.9,0.4,67,50,1977,1932,2010,2008,normal,
11,10,55.3,54.5,0.8,80,37,1977,1932,2010,2008,top-third,"1916,1939,1987"
12,11,54.3,53.3,1.0,88,29,1918,1932,2010,2008,top-third,"1913,1919"
13,12,52.0,51.6,0.4,73,44,1918,1932,2010,2008,normal,"1900,1906,1913,1916,1920,1952,1955,1957,1986"
