,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,0.07,0.67,-0.60,3,115,1986,1949,1986,2011,bottom-tenth,
3,2,2.33,1.52,0.81,100,18,1923,1985,2011,2008,top-third,1907
4,3,4.83,2.86,1.97,106,12,1911,1910,2011,1999,top-tenth,
5,4,6.43,4.84,1.59,91,27,1911,1999,2011,2009,top-third,"1931,1995"
6,5,7.70,7.71,-0.01,58,60,1940,1974,2011,2010,normal,
7,6,11.03,10.82,0.21,70,48,1957,1974,2011,2010,normal,1926
8,7,13.62,14.17,-0.55,54,64,1940,1974,2011,2010,normal,
9,8,16.28,18.17,-1.89,39,79,1953,1952,2004,2011,bottom-third,
10,9,19.72,22.02,-2.30,38,80,1953,1952,2004,2011,bottom-third,
11,10,21.58,24.53,-2.95,29,89,1957,1952,2003,2011,bottom-third,
12,11,22.69,26.19,-3.50,26,92,1957,1952,2003,2011,bottom-third,
13,12,23.78,27.08,-3.30,29,89,1957,1952,2003,2011,bottom-third,
