,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,42.7,36.5,6.2,110,8,1940,2006,2011,2006,top-tenth,
3,2,41.3,37.8,3.5,105,13,1918,1923,2011,2006,top-third,
4,3,44.2,41.3,2.9,108,10,1930,2000,2011,2006,top-tenth,1999
5,4,48.6,46.4,2.2,106,12,1977,1932,2011,2006,top-tenth,"1901,1955,2004"
6,5,53.1,51.7,1.4,100,18,1977,1932,2011,2008,top-third,"1900,1941,1957,2008"
7,6,58.9,56.6,2.3,108,10,"1977,1918",1932,2011,2006,top-tenth,
8,7,63.2,60.2,3.0,114,4,1977,1955,2011,1999,top-tenth,1932
9,8,65.7,62.3,3.4,117,1,1977,"1955,2012",2011,1955,highest,1955
10,9,65.9,62.9,3.0,115,3,1977,1999,2011,1999,top-tenth,
11,10,65.6,62.6,3.0,116,2,1977,1935,2011,1935,top-tenth,
12,11,64.4,61.4,3.0,117,1,"1977,1918",2012,2011,,highest,
13,12,62.3,59.7,2.6,116,2,1918,1955,2011,1955,top-tenth,
