,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,27.2,29.6,-2.4,35,82,1918,1932,2009,2010,bottom-third,
3,2,29.0,31.3,-2.3,28,89,1918,1932,1994,2010,bottom-third,1964
4,3,34.3,35.3,-1.0,36,81,1918,"1932,2007",2003,2010,bottom-third,"1897,1923,1955,1969,2003"
5,4,39.8,40.0,-0.2,52,65,1918,1932,2003,2010,normal,"1969,1990"
6,5,45.6,45.0,0.6,74,43,1918,1932,2009,2010,normal,"1967,2009"
7,6,50.5,49.4,1.1,86,31,1918,1932,2009,2010,top-third,"1921,1954,1975"
8,7,54.5,52.9,1.6,99,18,1918,1932,2010,2008,top-third,
9,8,56.9,54.8,2.1,104,13,1918,1932,2010,2008,top-third,1992
10,9,57.7,55.4,2.3,107,10,1918,1932,2010,2008,top-tenth,
11,10,57.5,54.8,2.7,112,5,1918,2007,2010,2007,top-tenth,
12,11,56.5,53.3,3.2,115,2,1918,2007,2010,2007,top-tenth,
13,12,54.3,51.4,2.9,113,4,1918,2007,2010,2007,top-tenth,
