,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,32.1,28.4,3.7,92,25,1950,1953,2009,2010,top-third,"1941,1964,1998"
3,2,32.0,29.6,2.4,87,30,1949,1934,2010,2006,top-third,
4,3,32.9,31.9,1.0,72,45,1949,1900,2009,2010,normal,"1919,1963"
5,4,36.9,35.7,1.2,81,36,1949,1934,2010,2006,top-third,"1919,1939"
6,5,40.9,40.0,0.9,76,41,1949,1967,2009,2010,normal,"1902,1959"
7,6,44.7,43.9,0.8,76,41,1949,1999,2009,2010,normal,
8,7,47.5,46.8,0.7,79,38,1949,1999,2009,2010,top-third,"1924,1951,1961,1976,1996,2007"
9,8,48.5,48.1,0.4,69,48,1949,1999,2009,2010,normal,"1908,1914,1923,1970,1978"
10,9,48.5,48.5,0.0,51,66,1949,1959,2001,2010,normal,"1901,1902,1971,1978"
11,10,48.1,48.2,-0.1,49,68,1949,1999,2009,2010,normal,"1933,1943,1962,1963,2001"
12,11,47.5,47.3,0.2,66,51,1949,"2005,1999",2009,2010,normal,"1918,1954,1974,1978"
13,12,46.7,46.1,0.6,80,37,1949,1999,2009,2010,top-third,"1931,1938,1966,1978,2008"
