,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,13.0,15.0,-2.0,40,77,1937,2006,1997,2010,normal,1993
3,2,15.4,17.5,-2.1,35,82,1979,1992,2010,2009,bottom-third,"1970,2009"
4,3,20.9,22.2,-1.3,45,72,1979,2000,2001,2010,normal,
5,4,28.6,28.6,0.0,56,61,1912,2000,2010,2008,normal,"1946,1968"
6,5,34.7,34.9,-0.2,52,65,1897,2006,2010,2008,normal,
7,6,41.2,40.9,0.3,65,52,1912,2006,2010,2008,normal,1963
8,7,45.6,45.4,0.2,62,55,1912,2006,2010,2008,normal,"1915,1937"
9,8,48.2,47.9,0.3,60,57,1952,2006,2010,2008,normal,1947
10,9,48.9,48.8,0.1,59,58,1952,1989,2010,2008,normal,
11,10,48.9,48.4,0.5,73,44,1952,2006,2010,2008,normal,1954
12,11,47.8,46.8,1.0,84,33,1952,2006,2010,2008,top-third,"1922,1958,1990"
13,12,45.0,44.6,0.4,71,46,1918,2006,2010,2008,normal,1927
