,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,36.1,28.6,7.5,110,8,1940,2006,2011,2006,top-tenth,"1914,1990"
3,2,34.6,30.2,4.4,108,10,1984,1992,2011,2006,top-tenth,
4,3,37.6,34.1,3.5,108,10,"1912,1930",2000,2011,2006,top-tenth,
5,4,42.6,39.7,2.9,108,10,1912,2000,2011,2006,top-tenth,
6,5,47.3,45.5,1.8,101,17,1930,2006,2011,2006,top-third,1995
7,6,52.9,50.8,2.1,103,15,1918,1939,2011,2006,top-third,"1900,1948"
8,7,57.5,54.8,2.7,109,9,1918,1955,2011,2006,top-tenth,
9,8,59.9,57.1,2.8,112,6,"1993,1918",1935,2011,2006,top-tenth,"2002,2006"
10,9,60.2,57.8,2.4,108,10,1918,1935,2011,2006,top-tenth,
11,10,59.7,57.4,2.3,110,8,1918,1935,2011,2006,top-tenth,"1981,1999"
12,11,58.3,56.0,2.3,110,8,1918,1935,2011,2006,top-tenth,
13,12,55.9,54.1,1.8,105,13,1918,"1935,1955",2011,2006,top-third,
