,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,3.38,2.81,0.57,82,36,1981,1937,2011,2007,top-third,
3,2,7.65,5.55,2.10,102,16,1944,1937,2011,2005,top-third,
4,3,13.07,8.34,4.73,113,5,1977,1937,2011,2005,top-tenth,
5,4,17.43,10.89,6.54,116,2,1964,1937,2011,1937,top-tenth,
6,5,23.32,13.87,9.45,117,1,1964,2012,2011,,highest,
7,6,27.25,17.34,9.91,117,1,1964,2012,2011,,highest,
8,7,31.05,21.32,9.73,116,2,1931,1927,2011,1927,top-tenth,
9,8,34.86,25.28,9.58,117,1,1931,2012,2011,,highest,
10,9,41.41,29.07,12.34,116,2,1931,1991,2011,1991,top-tenth,
11,10,49.04,32.55,16.49,117,1,1931,2012,2011,,highest,
12,11,53.28,35.92,17.36,117,1,1931,2012,2011,,highest,
13,12,57.86,38.22,19.64,117,1,1931,2012,2011,,highest,
