,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,30.4,22.1,8.3,111,7,1979,2006,2011,2006,top-tenth,1931
3,2,29.6,23.8,5.8,109,9,1979,1992,2011,2006,top-tenth,
4,3,32.4,27.8,4.6,110,8,1979,2000,2011,2006,top-tenth,
5,4,37.5,33.6,3.9,113,5,1979,2000,2011,2006,top-tenth,
6,5,42.1,39.4,2.7,106,12,1930,2006,2011,2006,top-tenth,
7,6,47.4,44.9,2.5,107,11,1912,2006,2011,2006,top-tenth,
8,7,51.7,49.1,2.6,109,9,1912,2006,2011,2006,top-tenth,
9,8,53.8,51.5,2.3,106,12,"1993,1952",1934,2011,2006,top-tenth,1932
10,9,54.0,52.3,1.7,101,17,1918,1935,2011,2006,top-third,"1914,1955,2003"
11,10,53.4,51.8,1.6,99,19,1918,1935,2011,2006,top-third,"1931,1940,1942"
12,11,51.9,50.4,1.5,98,20,1952,1935,2011,2008,top-third,"1919,1941,2005"
13,12,49.6,48.4,1.2,89,29,1918,2006,2011,2008,top-third,
