,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,4.23,5.28,-1.05,41,77,1914,1937,2009,2011,normal,
3,2,10.34,10.86,-0.52,61,57,1981,1932,2011,2010,normal,
4,3,14.44,15.07,-0.63,57,61,1914,1962,2011,2010,normal,
5,4,15.55,18.03,-2.48,40,78,1909,1962,2011,2010,normal,
6,5,23.53,21.46,2.07,76,42,1904,1974,2011,2010,normal,
7,6,25.84,25.39,0.45,60,58,1904,1949,2011,2010,normal,
8,7,31.53,30.41,1.12,67,51,1904,2010,2011,2010,normal,
9,8,34.79,34.58,0.21,62,56,1904,1962,2011,2010,normal,
10,9,36.78,39.34,-2.56,46,72,1904,2010,2011,2010,normal,
11,10,43.12,44.66,-1.54,52,66,1904,1974,2011,2010,normal,
12,11,49.92,50.62,-0.70,55,63,1904,1974,2011,2010,normal,
13,12,52.63,55.68,-3.05,48,70,1955,1962,2011,2010,normal,
