,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,46.5,42.3,4.2,112,6,1937,2003,2011,2009,top-tenth,
3,2,44.7,42.7,2.0,99,19,1949,1959,2010,2011,top-third,"1918,1953"
4,3,45.8,45.0,0.8,76,42,1949,1996,2008,2011,normal,1987
5,4,49.7,48.6,1.1,92,26,1917,1996,2010,2011,top-third,"1902,1905,1956,1965,1967,1977,1990"
6,5,54.2,52.6,1.6,100,18,1917,1996,2011,2009,top-third,
7,6,57.7,56.1,1.6,103,15,1917,1996,2011,2009,top-third,"1918,1984"
8,7,60.1,58.8,1.3,98,20,1917,1996,2011,2010,top-third,
9,8,60.9,60.0,0.9,91,27,1917,2009,2008,2011,top-third,
10,9,60.6,60.0,0.6,75,43,1917,2009,1999,2011,normal,"1986,1990"
11,10,59.9,59.4,0.5,78,40,1917,"2003,2009",2011,2010,normal,"1918,1934,1963,1975,1994,1995"
12,11,58.8,58.5,0.3,72,46,1949,"2009,2002",2011,2010,normal,1937
13,12,57.6,57.4,0.2,67,51,1949,"2003,1997",1999,2011,normal,"1937,1962"
