,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,20.8,12.4,8.4,110,8,1912,2006,2011,2006,top-tenth,
3,2,23.3,15.4,7.9,113,5,1977,2002,2011,2007,top-tenth,1998
4,3,27.7,20.7,7.0,113,5,1977,2002,2011,2007,top-tenth,
5,4,33.3,27.3,6.0,115,3,1977,2002,2011,2002,top-tenth,
6,5,38.1,33.4,4.7,114,4,1977,1932,2011,2006,top-tenth,
7,6,43.1,38.9,4.2,114,4,1977,1932,2011,2006,top-tenth,
8,7,47.4,43.2,4.2,114,4,1977,1932,2011,2006,top-tenth,
9,8,49.5,45.8,3.7,114,4,1918,1932,2011,2006,top-tenth,
10,9,50.0,46.8,3.2,114,4,1918,1932,2011,2006,top-tenth,
11,10,49.2,46.4,2.8,111,7,1918,1932,2011,2007,top-tenth,
12,11,47.3,44.7,2.6,110,8,1918,1932,2010,2011,top-tenth,"1942,1989"
13,12,44.9,42.4,2.5,109,9,1918,1932,2010,2011,top-tenth,
