,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,1.13,2.96,-1.83,12,106,1927,1991,1981,2011,bottom-tenth,1916
3,2,2.87,5.69,-2.82,12,106,1927,1998,1985,2011,bottom-tenth,
4,3,4.28,8.01,-3.73,9,109,1957,1998,1971,2011,bottom-tenth,
5,4,10.01,11.88,-1.87,41,77,1907,1998,2011,2010,normal,1982
6,5,15.54,18.38,-2.84,35,83,1962,1948,2011,2010,bottom-third,
7,6,22.19,25.55,-3.36,26,92,1985,1899,2011,2010,bottom-third,
8,7,29.15,32.96,-3.81,21,97,1962,1899,2011,2010,bottom-third,
9,8,33.89,39.87,-5.98,13,105,1932,1948,2011,2010,bottom-third,
10,9,35.50,43.89,-8.39,6,112,1932,1948,2001,2011,bottom-tenth,
11,10,37.67,46.94,-9.27,6,112,1932,1948,2007,2011,bottom-tenth,
12,11,41.73,50.67,-8.94,12,106,1928,1948,2008,2011,bottom-tenth,
13,12,43.66,53.86,-10.20,9,109,2001,1948,2007,2011,bottom-tenth,
