,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,32.1,26.9,5.2,99,19,1977,2006,2011,2007,top-third,
3,2,34.5,28.7,5.8,111,7,1918,1932,2011,2007,top-tenth,
4,3,38.6,32.7,5.9,115,3,1977,1932,2011,2002,top-tenth,
5,4,42.2,37.8,4.4,114,4,1977,1932,2011,2002,top-tenth,
6,5,46.6,43.1,3.5,115,3,1977,1932,2011,2002,top-tenth,
7,6,50.8,47.8,3.0,113,5,1977,1932,2011,2008,top-tenth,
8,7,54.6,51.4,3.2,116,2,1977,1932,2011,1932,top-tenth,
9,8,56.6,53.6,3.0,115,3,"1918,1977",1932,2011,2006,top-tenth,
10,9,57.1,54.3,2.8,116,2,1918,1932,2011,1932,top-tenth,
11,10,56.6,53.8,2.8,116,2,1918,1932,2011,1932,top-tenth,
12,11,55.1,52.4,2.7,116,2,1918,1932,2011,1932,top-tenth,
13,12,53.0,50.4,2.6,114,4,1918,1932,2011,1999,top-tenth,
