,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,55.2,49.4,5.8,108,10,1940,1950,2011,2006,top-tenth,1921
3,2,53.3,50.2,3.1,103,15,1977,1950,2011,1999,top-third,
4,3,55.4,52.6,2.8,103,15,1977,1923,2011,2002,top-third,"1947,1957"
5,4,57.9,56.3,1.6,91,27,1977,1932,2011,2008,top-third,
6,5,61.6,60.5,1.1,91,27,1977,1932,2011,2008,top-third,1909
7,6,65.8,64.0,1.8,100,18,1977,1932,2011,2008,top-third,
8,7,68.4,66.6,1.8,108,10,1977,1999,2011,2006,top-tenth,1920
9,8,70.3,68.2,2.1,115,3,1977,1999,2011,1999,top-tenth,1934
10,9,70.7,68.8,1.9,114,4,1977,1999,2011,1999,top-tenth,"1923,1932"
11,10,70.7,68.5,2.2,116,2,1977,1999,2011,1999,top-tenth,
12,11,69.9,67.7,2.2,116,2,1977,1999,2011,1999,top-tenth,
13,12,68.4,66.4,2.0,116,2,1977,1999,2011,1999,top-tenth,"1922,1923"
