,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,31.7,25.4,6.3,106,12,1918,1932,2011,2006,top-tenth,
3,2,34.3,27.4,6.9,114,4,1918,2002,2011,2007,top-tenth,
4,3,38.2,31.6,6.6,115,3,1918,2002,2011,2007,top-tenth,
5,4,42.0,36.5,5.5,115,3,1918,1932,2011,2002,top-tenth,
6,5,46.9,41.5,5.4,117,1,1918,2012,2011,,highest,
7,6,50.9,46.0,4.9,117,1,1918,2012,2011,,highest,
8,7,54.2,49.5,4.7,117,1,1918,2012,2011,,highest,
9,8,55.8,51.5,4.3,117,1,"1918,1904",2012,2011,,highest,
10,9,56.2,52.1,4.1,117,1,1918,2012,2011,,highest,
11,10,55.5,51.5,4.0,117,1,1918,2012,2011,,highest,
12,11,53.8,50.0,3.8,117,1,1918,2012,2011,,highest,
13,12,51.6,48.0,3.6,117,1,1918,2012,2011,,highest,
