,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,3.36,3.73,-0.37,59,58,1970,1979,2010,2007,normal,
3,2,7.92,7.72,0.20,71,46,1981,1979,2008,2010,normal,1998
4,3,11.30,11.86,-0.56,58,59,2002,1978,2010,2009,normal,
5,4,16.77,15.56,1.21,79,38,2002,2006,2009,2010,top-third,
6,5,19.39,19.54,-0.15,65,52,2002,1978,2010,2009,normal,
7,6,22.97,23.76,-0.79,55,62,1981,1956,2008,2010,normal,
8,7,26.50,27.63,-1.13,50,67,2002,1956,2008,2010,normal,
9,8,29.86,31.30,-1.44,48,69,1966,1939,2008,2010,normal,
10,9,32.80,35.23,-2.43,40,77,1966,1939,2008,2010,normal,
11,10,34.50,39.32,-4.82,23,94,1966,1902,2002,2010,bottom-third,
12,11,44.45,43.53,0.92,66,51,1966,1902,2008,2010,normal,
13,12,48.96,46.86,2.10,80,37,1966,1973,2008,2010,top-third,1960
