,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,5.82,4.76,1.06,84,34,1985,1970,2011,2008,top-third,
3,2,8.36,9.60,-1.24,44,74,1977,1965,2010,2011,normal,
4,3,11.90,14.15,-2.25,35,83,1977,1965,2010,2011,bottom-third,
5,4,13.96,16.61,-2.65,33,85,1977,1997,2009,2011,bottom-third,
6,5,14.19,17.85,-3.66,26,92,1977,1997,2009,2011,bottom-third,
7,6,14.27,18.46,-4.19,21,97,1977,1974,2001,2011,bottom-third,
8,7,14.94,18.99,-4.05,25,93,1977,1956,2009,2011,bottom-third,
9,8,16.39,20.53,-4.14,25,93,1977,1965,2009,2011,bottom-third,
10,9,19.79,22.62,-2.83,36,82,1977,1997,2009,2011,bottom-third,
11,10,23.73,25.01,-1.28,52,66,1977,1997,2010,2011,normal,
12,11,30.10,28.45,1.65,80,38,1977,1997,2010,2011,top-third,
13,12,33.35,32.26,1.09,70,48,1977,1997,2010,2011,normal,
