,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,25.2,27.2,-2.0,36,81,1918,1932,2009,2010,bottom-third,
3,2,27.8,29.1,-1.3,40,77,1918,2002,2004,2010,normal,
4,3,32.9,33.2,-0.3,48,69,1918,"2007,2002",2003,2010,normal,1930
5,4,38.1,37.9,0.2,62,55,1918,2002,2009,2010,normal,"1900,1984"
6,5,43.6,42.7,0.9,79,38,1918,2002,2009,2010,top-third,"1914,1984"
7,6,48.1,47.0,1.1,87,30,1918,2002,2009,2010,top-third,"1928,1952,1967,1984,1985,1986,1989,1997,2004"
8,7,51.9,50.4,1.5,99,18,1905,2006,2010,2008,top-third,1954
9,8,54.1,52.2,1.9,103,14,1904,2002,2010,2008,top-third,"1949,1992"
10,9,54.8,52.6,2.2,106,11,1918,2002,2010,2008,top-tenth,1991
11,10,54.5,51.9,2.6,110,7,1918,2002,2010,2007,top-tenth,1932
12,11,53.5,50.5,3.0,116,1,1918,"2002,2007,2011",2010,2007,highest,"2002,2007"
13,12,51.7,48.6,3.1,116,1,1918,"2011,2002",2010,2002,highest,2002
