,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,26.8,22.0,4.8,101,17,1949,1953,2011,2010,top-third,
3,2,25.8,23.0,2.8,95,23,1949,1934,2011,2005,top-third,2000
4,3,27.4,25.9,1.5,84,34,1949,1934,2011,2009,top-third,"1926,1965"
5,4,31.9,30.5,1.4,87,31,1949,1934,2010,2011,top-third,
6,5,37.4,35.3,2.1,104,14,1949,1918,2011,2003,top-third,
7,6,42.2,40.0,2.2,106,12,1949,"1918,1934",2011,2002,top-tenth,1967
8,7,45.4,43.6,1.8,104,14,1949,"1934,1918",2011,2004,top-third,1935
9,8,46.4,45.2,1.2,93,25,"1949,1917",1934,2011,2009,top-third,"1911,1939,1992"
10,9,46.4,45.7,0.7,83,35,1917,"1934,1959",2011,2010,top-third,"1926,1927,1961,1964,1968,1992,2010"
11,10,45.4,45.2,0.2,65,60,1917,1935,2011,2010,normal,"1944,1951,1963,1968,1974,1987,1996"
12,11,44.3,44.1,0.2,68,50,1949,1935,2011,2011,normal,"1918,1968,2009,2011"
13,12,42.6,42.6,0.0,56,62,1949,1935,1994,2011,normal,"1907,1931,1951"
