,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,25.4,25.3,0.1,53,64,1937,2003,2008,2010,normal,
3,2,29.0,26.2,2.8,88,29,1898,1981,2010,2006,top-third,1958
4,3,30.9,29.5,1.4,83,34,1949,1981,2010,2009,top-third,"1953,1961"
5,4,36.0,34.3,1.7,91,26,1917,1934,2010,2009,top-third,"1902,1982,1998"
6,5,41.5,39.6,1.9,95,22,1917,1934,2010,2009,top-third,"1945,1990,1999,2005"
7,6,46.2,44.5,1.7,93,24,1917,1934,2010,2009,top-third,
8,7,50.0,48.4,1.6,96,21,1917,1934,2010,2009,top-third,"1943,1951,1953,1954"
9,8,51.9,50.3,1.6,95,22,1917,1934,2010,2009,top-third,"1918,2006"
10,9,51.7,50.8,0.9,82,35,1917,2003,2010,2009,top-third,"1902,1943"
11,10,51.0,50.3,0.7,78,39,1913,1935,2010,2009,top-third,"1902,1951,1980,1999"
12,11,49.8,49.1,0.7,83,34,1913,1935,2010,2009,top-third,"1944,1999"
13,12,48.2,47.5,0.7,83,34,"1913,1924,1904",1935,2010,2010,top-third,"1948,1951,1988,1991,2010"
