,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,25.1,16.7,8.4,104,14,1916,2006,2011,2006,top-third,
3,2,25.7,18.8,6.9,109,9,1950,1958,2011,2006,top-tenth,1953
4,3,27.1,22.3,4.8,107,11,1979,2000,2011,2006,top-tenth,2002
5,4,31.8,27.6,4.2,112,6,1979,2000,2011,2006,top-tenth,
6,5,37.1,32.8,4.3,116,2,1979,2000,2011,2006,top-tenth,2006
7,6,42.1,38.0,4.1,116,2,1979,2000,2011,2000,top-tenth,
8,7,45.6,42.0,3.6,117,1,1979,"2012,1999",2011,1999,highest,1999
9,8,46.9,44.0,2.9,114,4,"1952,1979","1934,2002",2011,2006,top-tenth,2006
10,9,46.9,44.7,2.2,106,12,1979,1989,2011,2008,top-tenth,"1939,1958"
11,10,46.0,44.3,1.7,95,23,1952,1989,2011,2008,top-third,1944
12,11,44.4,43.0,1.4,91,27,1952,1989,2011,2008,top-third,
13,12,42.1,41.1,1.0,82,36,1952,1989,2011,2008,top-third,"1911,1938"
