,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,38.7,33.6,5.1,99,19,1977,1950,2011,2006,top-third,1911
3,2,39.9,35.0,4.9,109,9,1918,1932,2011,2002,top-tenth,2002
4,3,43.2,38.4,4.8,114,4,1977,1932,2011,2002,top-tenth,1949
5,4,46.3,43.1,3.2,109,9,1977,1932,2011,2005,top-tenth,1919
6,5,50.4,48.2,2.2,99,19,1977,1932,2011,2008,top-third,1949
7,6,54.7,52.7,2.0,103,15,1977,1932,2011,2008,top-third,
8,7,58.2,56.0,2.2,111,7,1977,1932,2011,2008,top-tenth,
9,8,60.2,58.1,2.1,111,7,1977,1932,2011,2008,top-tenth,"1914,1922,1934"
10,9,60.7,58.8,1.9,109,9,1977,1932,2011,2008,top-tenth,"1914,1922,1923,1950"
11,10,60.5,58.4,2.1,112,6,1977,1932,2011,2008,top-tenth,"1923,1934,2008"
12,11,59.3,57.2,2.1,113,5,1918,1932,2011,2008,top-tenth,"1923,1999"
13,12,57.6,55.5,2.1,112,6,1918,"1932,1922",2011,1999,top-tenth,1947
