,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,16.8,17.1,-0.3,51,66,1918,1932,2009,2010,normal,1955
3,2,20.0,19.5,0.5,65,52,1918,2002,2009,2010,normal,"1910,1955"
4,3,25.4,24.3,1.1,74,43,1918,2002,2009,2010,normal,
5,4,30.6,29.7,0.9,73,44,1918,2002,2009,2010,normal,1975
6,5,36.5,35.1,1.4,88,29,1918,2002,2009,2010,top-third,
7,6,41.4,39.9,1.5,91,26,1918,2002,2009,2010,top-third,"1924,1928,1947"
8,7,45.6,43.7,1.9,103,14,1918,2002,2010,2007,top-third,1954
9,8,47.8,46.0,1.8,104,13,1918,2002,2010,2007,top-third,1954
10,9,48.7,46.7,2.0,108,9,1918,2002,2010,2007,top-tenth,1960
11,10,48.5,46.1,2.4,109,8,1918,2002,2010,2007,top-tenth,1995
12,11,47.5,44.5,3.0,116,1,1918,"2002,2007,2011",2010,2007,highest,"2002,2007"
13,12,45.6,42.3,3.3,116,1,1918,"2011,1999",2010,1999,highest,1999
