,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,2.92,4.04,-1.12,43,75,1986,1937,2011,2010,normal,
3,2,9.89,8.40,1.49,83,35,1963,1932,2011,2010,top-third,
4,3,18.34,12.64,5.70,110,8,1963,1932,2011,1988,top-tenth,
5,4,20.88,16.13,4.75,97,21,1964,1932,2011,2010,top-third,
6,5,23.37,19.73,3.64,87,31,1964,2010,2011,2010,top-third,
7,6,27.63,23.13,4.50,89,29,1964,2010,2011,2010,top-third,
8,7,29.65,26.87,2.78,79,39,1944,2010,2011,2010,top-third,
9,8,31.32,30.95,0.37,64,54,1944,2010,2011,2010,normal,
10,9,39.63,36.07,3.56,82,36,1964,2010,2011,2010,top-third,2009
11,10,50.23,41.12,9.11,104,14,1964,2010,2011,2010,top-third,
12,11,53.03,45.87,7.16,98,20,1955,2010,2011,2010,top-third,
13,12,57.15,49.62,7.53,96,22,1964,2010,2011,2010,top-third,
