,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,39.3,33.3,6.0,105,13,1940,1950,2011,2007,top-third,
3,2,41.4,34.8,6.6,113,5,1918,1932,2011,2007,top-tenth,
4,3,44.5,38.4,6.1,114,4,1918,1932,2011,2007,top-tenth,
5,4,47.7,42.9,4.8,114,4,1918,1932,2011,2007,top-tenth,
6,5,52.3,47.8,4.5,116,2,1918,1932,2011,1932,top-tenth,
7,6,56.2,52.2,4.0,116,2,1918,1932,2011,1932,top-tenth,
8,7,59.6,55.5,4.1,116,2,1918,1932,2011,1932,top-tenth,
9,8,61.5,57.4,4.1,117,1,1918,2012,2011,,highest,
10,9,62.0,57.9,4.1,117,1,1918,2012,2011,,highest,
11,10,61.5,57.3,4.2,117,1,1918,2012,2011,,highest,
12,11,59.9,56.0,3.9,117,1,1918,2012,2011,,highest,
13,12,58.2,54.2,4.0,117,1,1918,2012,2011,,highest,
