,Period,Value,Twentieth Century Mean, Departure, Low Rank, High Rank, Record Low, Record High, Lowest Since, Highest Since, Percentile, Ties
2,1,18.4,6.5,11.9,114,4,1912,2006,2011,2006,top-tenth,
3,2,20.6,9.8,10.8,117,1,1918,2012,2011,,highest,
4,3,24.7,15.8,8.9,116,2,1977,2002,2011,2002,top-tenth,
5,4,31.0,23.1,7.9,116,2,1920,2002,2011,2002,top-tenth,
6,5,36.3,29.8,6.5,115,3,1912,2002,2011,2006,top-tenth,
7,6,41.6,35.9,5.7,116,2,1912,2002,2011,2002,top-tenth,
8,7,46.0,40.6,5.4,116,2,1912,2002,2011,2002,top-tenth,
9,8,48.2,43.5,4.7,114,4,1918,2002,2011,2006,top-tenth,
10,9,48.8,44.7,4.1,116,2,1918,2002,2011,2006,top-tenth,2006
11,10,48.1,44.4,3.7,114,4,1918,2002,2011,2007,top-tenth,2007
12,11,45.9,42.6,3.3,113,5,1918,2006,2011,2007,top-tenth,1988
13,12,43.1,40.1,3.0,110,8,1918,"1932,2006",2011,2007,top-tenth,
